,feature,rank
3270,U47634_at,6503
6182,Y00081_s_at,6504
2035,M57230_at,6505
2675,U07794_cds2_at,6506
3734,U78524_at,6507
701,D87258_at,6508
2682,U08015_at,6509
1859,M25753_at,6510
5092,Z24725_at,6511
3245,U46023_at,6512
758,D88378_at,6513
5066,Z18859_rna1_at,6514
1505,L36051_at,6515
461,D49958_at,6516
3442,U58090_at,6517
3383,U53174_at,6518
3563,U66036_at,6519
1133,J05008_at,6520
3369,U52426_at,6521
4387,X63454_at,6522
6980,M96956_at,6523
6898,U43944_at,6524
1843,M24364_at,6525
5908,HG759-HT759_s_at,6526
5735,HG2007-HT2056_s_at,6527
3124,U37529_at,6528
1931,M31606_at,6529
4898,X98834_rna1_at,6530
2704,U09368_at,6531
3467,U59863_at,6532
4521,X72882_at,6533
6877,S68287_at,6534
1517,L36861_at,6535
1390,L20852_at,6536
5473,X66087_at,6537
5588,X91653_s_at,6538
5270,HG2465-HT4871_at,6539
5218,Z83800_at,6540
3329,U50708_at,6541
2002,M37721_at,6542
6735,S77582_at,6543
6081,X63575_s_at,6544
3151,U39573_at,6545
7034,HG2255-HT2344_f_at,6546
732,D87463_at,6547
5674,U52373_s_at,6548
4297,X56807_at,6549
3588,U66669_at,6550
2581,U01160_at,6551
2342,M90820_at,6552
599,D82326_at,6553
7110,L10717_at,6554
6817,HG2160-HT2230_at,6555
3759,U79257_at,6556
5484,X78686_at,6557
1234,L07590_at,6558
2365,M93221_at,6559
2369,M93415_at,6560
5762,S52028_s_at,6561
212,D13644_at,6562
3471,U59919_at,6563
3483,U60415_at,6564
2402,M96684_at,6565
6609,U66828_s_at,6566
1397,L21934_at,6567
1728,M14764_at,6568
6107,L33262_s_at,6569
1863,M26061_at,6570
4586,X77166_at,6571
2052,M58583_at,6572
4072,X05232_at,6573
4848,X96381_rna1_at,6574
3753,U79251_at,6575
5498,Y07909_at,6576
7080,U49974_f_at,6577
5945,M22403_s_at,6578
2188,M69225_at,6579
5275,HG3859-HT4129_at,6580
2069,M59979_at,6581
2215,M74826_at,6582
5614,D31833_s_at,6583
2765,U12897_at,6584
6343,M73746_s_at,6585
6464,U08854_s_at,6586
263,D16593_at,6587
2624,U03905_at,6588
365,D31797_at,6589
2442,S55606_at,6590
2230,M77016_at,6591
6592,U69140_s_at,6592
4096,X07024_at,6593
310,D26135_at,6594
7119,U48730_at,6595
545,D64159_at,6596
2277,M83363_at,6597
6111,L46720_s_at,6598
6438,U00001_s_at,6599
3063,U33317_rna1_at,6600
5534,D00003_s_at,6601
5094,Z25535_at,6602
5420,U50196_at,6603
5489,X82835_at,6604
4675,X82153_at,6605
5905,X07618_s_at,6606
5579,D16611_s_at,6607
5731,U24183_s_at,6608
4225,X52005_at,6609
690,D87071_at,6610
601,D82344_at,6611
3870,U85265_at,6612
1294,L12350_at,6613
2469,S70585_rna1_at,6614
86,AB002409_at,6615
3023,U31099_at,6616
3250,U46461_at,6617
854,HG2573-HT2669_at,6618
1044,HG961-HT961_at,6619
4056,X04297_at,6620
5268,D87002_cds2_at,6621
6383,M87507_s_at,6622
5077,Z22534_at,6623
1163,K02402_at,6624
4134,X13589_at,6625
747,D87743_at,6626
1599,L41668_rna1_at,6627
2356,M92424_at,6628
3298,U49187_at,6629
1098,J04058_at,6630
3406,U55936_at,6631
3732,U78313_at,6632
511,D63135_at,6633
5936,M29386_s_at,6634
3525,U63295_at,6635
6108,L34363_s_at,6636
4268,X54925_at,6637
4465,X68242_at,6638
4877,X97675_rna1_at,6639
5422,U57627_at,6640
5206,Z78289_at,6641
4784,X91103_at,6642
3752,U79249_at,6643
3905,U89278_at,6644
2134,M63603_at,6645
3338,U51095_at,6646
6340,S38742_s_at,6647
5843,HG3432-HT3620_s_at,6648
3326,U50534_at,6649
762,D88613_at,6650
5428,U62438_at,6651
2072,M60091_at,6652
2179,M68874_at,6653
4712,X84707_rna1_at,6654
1478,L33801_at,6655
2537,S81916_at,6656
5427,U61981_at,6657
3424,U57317_at,6658
6830,J00207_rna2_at,6659
4968,Y08319_at,6660
4089,X06562_at,6661
494,D50924_at,6662
3904,U89012_at,6663
5730,HG1827-HT1856_s_at,6664
6045,X13766_s_at,6665
6170,M13829_s_at,6666
5203,Z73677_at,6667
2886,U19906_at,6668
1122,J04742_at,6669
5556,M19650_s_at,6670
2753,U11878_at,6671
5697,HG1728-HT1734_s_at,6672
6863,M55419_at,6673
2786,U14407_at,6674
4865,X97160_rna1_at,6675
5781,HG2730-HT2827_s_at,6676
418,D42055_at,6677
5285,J04513_at,6678
4889,X98266_cds2_at,6679
872,HG2755-HT2862_at,6680
6627,U75309_s_at,6681
6913,X00949_at,6682
5062,Z15005_at,6683
787,HG1071-HT1071_at,6684
5550,D10922_s_at,6685
2280,M83738_at,6686
6978,M64752_at,6687
1336,L15309_at,6688
2826,U16261_at,6689
2971,U27193_at,6690
144,AF008445_at,6691
3669,U72671_at,6692
3785,U79294_at,6693
3073,U33920_at,6694
4929,Y00067_rna1_at,6695
3749,U79246_at,6696
3470,U59914_at,6697
2906,U20979_at,6698
95,AC000061_cds3_at,6699
420,D42072_at,6700
4363,X61177_at,6701
7033,HG2139-HT2208_f_at,6702
6870,M90354_at,6703
5490,X83228_at,6704
6808,D16154_at,6705
4655,X80915_rna1_at,6706
6614,U68162_cds1_s_at,6707
6401,X14253_s_at,6708
6355,M73239_s_at,6709
3655,U71601_at,6710
3097,U35735_at,6711
6002,J05252_s_at,6712
4044,X03473_at,6713
6953,D64053_at,6714
6638,U83598_at,6715
2115,M62840_at,6716
1018,HG4747-HT5195_at,6717
5652,Z75190_s_at,6718
5783,M58569_s_at,6719
4963,Y08136_at,6720
3562,U66033_at,6721
3009,U30245_at,6722
2929,U23752_at,6723
5567,D13814_s_at,6724
1796,M20919_at,6725
3653,U71374_at,6726
6382,X62515_s_at,6727
860,HG2663-HT2759_at,6728
1576,L40396_at,6729
1695,M13149_at,6730
5084,Z22865_at,6731
3622,U68727_at,6732
6861,M38180_rna1_at,6733
6670,X60955_s_at,6734
1658,L77730_at,6735
2772,U13369_at,6736
2548,S83198_at,6737
4606,X78578_at,6738
5195,Z70222_at,6739
5419,U49516_at,6740
4257,X54150_at,6741
5276,HG4679-HT5104_at,6742
4917,X99687_at,6743
5512,AB000381_s_at,6744
2436,S43646_at,6745
3631,U70136_at,6746
5662,Z79693_s_at,6747
4622,X79204_at,6748
4153,X14894_at,6749
4506,X71129_at,6750
4756,X87870_at,6751
7076,U03735_f_at,6752
5378,U09279_at,6753
76,AB000905_at,6754
93,AB006190_at,6755
4018,X00371_rna1_at,6756
4205,X51405_at,6757
1737,M15780_at,6758
5163,Z48605_at,6759
6389,U33203_s_at,6760
6579,X99374_s_at,6761
4704,X83703_at,6762
2226,M76558_at,6763
2221,M76231_at,6764
2784,U14383_at,6765
4046,X03635_at,6766
6537,X91196_s_at,6767
616,D83703_at,6768
5205,Z75330_at,6769
736,D87467_at,6770
4902,X99140_at,6771
7081,U65918_f_at,6772
1853,M25164_at,6773
2114,M62831_at,6774
6549,U38227_s_at,6775
780,D90209_at,6776
2207,M74297_at,6777
3893,U87460_at,6778
3473,U60062_at,6779
4104,X07696_at,6780
727,D87458_at,6781
5272,HG2841-HT2970_at,6782
1615,L42450_at,6783
6105,S75578_s_at,6784
3661,U72508_at,6785
507,D59253_at,6786
2435,S42457_at,6787
6148,U31216_s_at,6788
1451,L28997_at,6789
2867,U18549_at,6790
2168,M65131_rna1_at,6791
1201,L04656_at,6792
557,D78261_at,6793
2874,U18991_at,6794
25,AFFX-PheX-5_at,6795
3190,U41816_at,6796
7108,D64015_at,6797
658,D86957_at,6798
3315,U49973_xpt1_at,6799
6306,Z38133_s_at,6800
5156,Z48510_at,6801
5802,HG2841-HT2968_s_at,6802
1232,L07541_at,6803
3576,U66497_at,6804
6991,U46744_at,6805
3437,U58033_at,6806
6682,X83492_s_at,6807
6936,Y13618_at,6808
2972,U27330_at,6809
2984,U28281_at,6810
2208,M74447_at,6811
3648,U71088_at,6812
4587,X77197_at,6813
2733,U10492_at,6814
6568,U46746_s_at,6815
65,AB000450_at,6816
1410,L23116_at,6817
243,D14822_at,6818
1142,J05213_at,6819
5079,Z22536_at,6820
5003,Y10210_at,6821
7039,HG4027-HT4297_f_at,6822
1161,K02215_at,6823
4628,X79510_at,6824
1376,L19783_at,6825
1141,J05158_at,6826
1263,L10102_rna1_at,6827
412,D42044_at,6828
1529,L37792_at,6829
2723,U09850_at,6830
3351,U51561_at,6831
3093,U35340_at,6832
5225,Z84483_at,6833
6692,X85781_s_at,6834
3205,U43279_at,6835
5393,U22680_at,6836
6197,M31423_s_at,6837
1130,J04982_at,6838
713,D87443_at,6839
1947,M32402_at,6840
5634,D42040_s_at,6841
2339,M90656_at,6842
610,D83407_at,6843
6501,U31973_s_at,6844
3771,U79273_at,6845
2635,U04840_at,6846
652,D86425_at,6847
2198,M74002_at,6848
604,D82348_at,6849
4111,X07948_at,6850
5135,Z36714_at,6851
2494,S76067_at,6852
1414,L24203_at,6853
2246,M80482_at,6854
1275,L10678_at,6855
2470,S70609_at,6856
2881,U19517_at,6857
4319,X58964_at,6858
1829,M22976_at,6859
4988,Y09443_at,6860
7125,Z17240_at,6861
3176,U40998_at,6862
5903,HG651-HT5209_s_at,6863
4045,X03484_at,6864
270,D17461_at,6865
1804,M21389_at,6866
5716,HG1595-HT4788_s_at,6867
1948,M32405_at,6868
6994,U69611_at,6869
1487,L34357_at,6870
2678,U07856_at,6871
656,D86640_at,6872
6879,S73840_at,6873
1972,M34192_at,6874
326,D28124_at,6875
2292,M85164_at,6876
2701,U09303_at,6877
6517,Z16411_s_at,6878
2694,U08998_at,6879
3219,U43843_at,6880
6820,HG3513-HT3707_at,6881
5103,Z28339_at,6882
976,HG4144-HT4414_at,6883
3209,U43328_at,6884
6557,U76366_s_at,6885
27,AFFX-PheX-3_at,6886
6498,U19147_s_at,6887
2037,M57399_at,6888
5737,HG210-HT210_s_at,6889
1354,L17328_at,6890
1469,L32179_at,6891
1956,M33478_at,6892
5013,Y10512_at,6893
4412,X64810_at,6894
266,D17357_at,6895
4656,X80923_at,6896
691,D87073_at,6897
6017,M21642_at,6898
6447,S81737_s_at,6899
2396,M95767_at,6900
6868,M77144_rna1_at,6901
1807,M21574_at,6902
5546,L32832_s_at,6903
5811,HG2994-HT4850_s_at,6904
2189,M69238_at,6905
5668,U50822_rna1_s_at,6906
717,D87447_at,6907
6608,Z70276_s_at,6908
6330,M60284_s_at,6909
5250,D28791_at,6910
3392,U53506_at,6911
807,HG1723-HT1729_at,6912
4028,X02158_rna1_at,6913
1223,L06633_at,6914
3244,U45983_at,6915
5761,M87313_s_at,6916
104,AC002077_at,6917
6064,L15296_s_at,6918
3716,U77665_at,6919
1079,J03507_at,6920
2916,U21936_at,6921
5900,X54867_s_at,6922
4993,Y09858_at,6923
4616,X78926_at,6924
5018,Y10615_at,6925
6797,L05514_f_at,6926
1775,M19301_at,6927
1755,M16961_at,6928
6338,S82362_s_at,6929
3305,U49379_at,6930
5554,D12620_s_at,6931
4077,X05360_at,6932
4692,X83107_at,6933
5855,HG371-HT1063_s_at,6934
6396,M95585_s_at,6935
4212,X51630_at,6936
5180,Z50194_at,6937
4211,X51602_at,6938
394,D38503_at,6939
2585,U01824_at,6940
6954,D86096_cds6_at,6941
3976,U94332_at,6942
5810,HG2987-HT3136_s_at,6943
6101,L29306_s_at,6944
2836,U17034_at,6945
4801,X92110_at,6946
2333,M89955_at,6947
2959,U26174_at,6948
2330,M88579_at,6949
6952,D29992_at,6950
3901,U88871_at,6951
1228,L07077_at,6952
2834,U17032_at,6953
7013,Y00477_at,6954
4146,X14448_at,6955
5681,D86331_s_at,6956
4227,X52011_at,6957
6373,M81778_s_at,6958
5876,M13150_s_at,6959
5519,AB006781_s_at,6960
1273,L10405_at,6961
5362,M94055_at,6962
4552,X75308_at,6963
1883,M28210_at,6964
6174,X81851_s_at,6965
346,D29954_at,6966
4295,X56692_at,6967
4431,X66360_at,6968
6655,X06700_s_at,6969
316,D26528_at,6970
5447,X06268_at,6971
5618,X82279_s_at,6972
6216,M19878_s_at,6973
317,D26561_cds1_at,6974
2155,M64595_at,6975
880,HG2936-HT3080_at,6976
5014,Y10515_at,6977
4214,X51730_at,6978
2148,M64347_at,6979
5070,Z19002_at,6980
2806,U15131_at,6981
2193,M73482_at,6982
284,D21267_at,6983
3259,U46767_at,6984
2769,U13061_rna1_at,6985
4708,X84003_at,6986
5207,Z78290_at,6987
4832,X95152_rna1_at,6988
3889,U87269_at,6989
6485,U12707_s_at,6990
1725,M14648_at,6991
2693,U08989_at,6992
1167,K03008_cds1_at,6993
2835,U17033_at,6994
1854,M25269_at,6995
5530,AJ000099_s_at,6996
4524,X73079_at,6997
1526,L37362_at,6998
2429,M99487_at,6999
5303,L11702_at,7000
5503,Z31695_at,7001
4001,U96922_at,7002
785,H46990_at,7003
3678,U73330_at,7004
1628,L47726_at,7005
1607,L41939_at,7006
3012,U30313_at,7007
6852,M23263_at,7008
4610,X78687_at,7009
1459,L31529_at,7010
5732,M29874_s_at,7011
6069,U33838_at,7012
4008,V00571_rna1_at,7013
3745,U78876_at,7014
6651,X05839_rna1_s_at,7015
4320,X58987_at,7016
472,D50640_at,7017
5332,M19154_at,7018
2651,U06454_at,7019
5563,D13638_s_at,7020
3818,U81523_at,7021
3096,U35459_at,7022
5514,AB000816_s_at,7023
1483,L34075_at,7024
2931,U23942_at,7025
2702,U09366_at,7026
635,D84307_at,7027
4637,X79984_at,7028
1661,L78132_at,7029
1802,M21188_at,7030
4903,X99141_at,7031
1425,L25441_at,7032
3020,U30930_at,7033
5423,U58675_cds1_at,7034
1721,M14338_at,7035
2699,U09278_at,7036
4880,X98085_at,7037
4853,X96698_at,7038
1154,J05682_at,7039
2104,M62397_at,7040
739,D87470_at,7041
6900,U44105_at,7042
2147,M64174_at,7043
3339,U51096_at,7044
6110,L35253_s_at,7045
4464,X68194_at,7046
3681,U73379_at,7047
3926,U90336_at,7048
5256,D38502_at,7049
6489,U14577_s_at,7050
6607,U66726_s_at,7051
141,AF007111_at,7052
2655,U06698_at,7053
529,D63813_at,7054
5528,S76853_s_at,7055
3400,U55206_at,7056
3707,U77129_at,7057
4772,X90568_at,7058
1341,L15533_rna1_at,7059
2430,M99564_at,7060
5849,M17863_s_at,7061
2568,U00944_at,7062
3361,U52111_rna3_at,7063
3041,U32114_at,7064
6210,X54667_at,7065
1747,M16404_at,7066
5010,Y10506_at,7067
2291,M85085_at,7068
120,AF000430_at,7069
6188,M16474_s_at,7070
5977,M26958_s_at,7071
2505,S77576_at,7072
6974,M28439_at,7073
3567,U66075_at,7074
6869,M81650_rna1_at,7075
116,AD001527_cds1_at,7076
2245,M80478_at,7077
4926,X99961_at,7078
2143,M64082_at,7079
4939,Y00705_at,7080
2491,S75313_at,7081
6116,L37036_s_at,7082
5219,Z83802_at,7083
5410,U38291_rna1_at,7084
576,D79992_at,7085
6720,Z35402_rna1_s_at,7086
548,D76435_at,7087
3553,U65406_rna4_at,7088
6255,M27093_s_at,7089
1090,J03890_rna1_at,7090
6507,X78416_s_at,7091
4448,X66922_at,7092
715,D87445_at,7093
2762,U12775_at,7094
5379,U09609_at,7095
5433,U82467_at,7096
1029,HG732-HT732_at,7097
6484,U29943_s_at,7098
2602,U02680_at,7099
2482,S73813_at,7100
151,AF012270_at,7101
6630,U79667_s_at,7102
5451,X15422_at,7103
5574,S68271_s_at,7104
22,AFFX-LysX-5_at,7105
3296,U49089_at,7106
3070,U33837_at,7107
2995,U28963_at,7108
1057,J02874_at,7109
4529,X73874_at,7110
4654,X80910_at,7111
5691,D89377_s_at,7112
5833,HG3319-HT3496_s_at,7113
2628,U04313_at,7114
2987,U28386_at,7115
841,HG2415-HT2511_at,7116
7085,V00551_f_at,7117
3000,U29589_at,7118
4175,X15943_at,7119
5197,Z70723_at,7120
